unb_code,unb_code_with_digit,client_code,geography,commercial,operation,super_commercial,operation_type,geo_code,commercial_code,cod_tipo_operacao,cod_supercom,nom_coordenador,flag_fd,keyfiltrodistrib,sigla_uf,flag_ativo,nome_dr,nome_dr_supercom,nome_gc,grupo_revendas_spo,cidade_matriz,coordenador_central_bebida,grupo_foco_regional,tipo_antigo,supercom_antiga,old_commercial,old_operation,nielsen_split,resale_group_ccttv,segmentation,secondary_segmentation,manual_subsegmentation,manual_secondary_subsegmentation,insert_date,folder_date
1196,11965,34577,GEO_3,COM_7,OP_20,SUPERCOM_4,Direct,40,91,1,3,Coordinator_13,1,KEY_70,IL,Inactive,Director_4,Director_SC_5,Manager_15,Group_10,Meadowbrook,Central_Coord_10,Focus_6,Type_2,OldSC_1,OldCom_2,OldOp_10,Nielsen_5,CCTTV_3,Seg_6,SecSeg_3,ManSeg_2,ManSecSeg_2,2025-10-02 06:19:37,2025-10-02
7680,76802,98563,GEO_1,COM_1,OP_16,SUPERCOM_5,Indirect,31,45,4,19,Coordinator_13,0,KEY_64,TX,Inactive,Director_2,Director_SC_2,Manager_24,Group_6,Riverside,Central_Coord_9,Focus_4,Type_4,OldSC_2,OldCom_6,OldOp_10,Nielsen_1,CCTTV_5,Seg_2,SecSeg_4,ManSeg_3,ManSecSeg_3,2023-06-09 04:45:34,2023-06-09
3566,35660,34494,GEO_1,COM_7,OP_1,SUPERCOM_3,Indirect,22,26,9,7,Coordinator_8,0,KEY_20,TX,Active,Director_8,Director_SC_8,Manager_3,Group_1,Lakeside,Central_Coord_5,Focus_8,Type_3,OldSC_5,OldCom_2,OldOp_8,Nielsen_1,CCTTV_5,Seg_4,SecSeg_2,ManSeg_1,ManSecSeg_2,2023-05-11 08:52:59,2023-05-11
1903,19035,74805,GEO_4,COM_1,OP_7,SUPERCOM_5,Indirect,18,100,9,19,Coordinator_20,1,KEY_94,OH,Active,Director_6,Director_SC_15,Manager_7,Group_10,Riverside,Central_Coord_9,Focus_5,Type_1,OldSC_3,OldCom_2,OldOp_7,Nielsen_3,CCTTV_1,Seg_2,SecSeg_3,ManSeg_3,ManSecSeg_3,2024-10-13 02:57:17,2024-10-13
5726,57264,67735,GEO_5,COM_6,OP_20,SUPERCOM_2,Indirect,25,35,10,18,Coordinator_14,0,KEY_55,TX,Inactive,Director_15,Director_SC_3,Manager_13,Group_6,Springfield,Central_Coord_4,Focus_5,Type_2,OldSC_5,OldCom_7,OldOp_11,Nielsen_4,CCTTV_8,Seg_1,SecSeg_3,ManSeg_1,ManSecSeg_3,2024-08-04 16:24:55,2024-08-04
2810,28109,25955,GEO_4,COM_7,OP_1,SUPERCOM_3,Direct,49,51,5,10,Coordinator_26,0,KEY_85,OH,Active,Director_8,Director_SC_5,Manager_3,Group_5,Meadowbrook,Central_Coord_7,Focus_5,Type_5,OldSC_2,OldCom_10,OldOp_15,Nielsen_5,CCTTV_6,Seg_1,SecSeg_4,ManSeg_3,ManSecSeg_3,2024-07-16 09:55:28,2024-07-16
3860,38605,62471,GEO_4,COM_9,OP_5,SUPERCOM_2,Direct,45,42,2,16,Coordinator_15,0,KEY_5,IL,Inactive,Director_6,Director_SC_13,Manager_4,Group_10,Meadowbrook,Central_Coord_10,Focus_4,Type_2,OldSC_2,OldCom_1,OldOp_11,Nielsen_5,CCTTV_1,Seg_6,SecSeg_2,ManSeg_1,ManSecSeg_3,2024-12-06 10:23:31,2024-12-06
6704,67044,58757,GEO_4,COM_5,OP_10,SUPERCOM_1,Indirect,49,22,5,18,Coordinator_11,1,KEY_54,FL,Active,Director_14,Director_SC_6,Manager_2,Group_9,Hilltown,Central_Coord_8,Focus_3,Type_2,OldSC_5,OldCom_5,OldOp_3,Nielsen_5,CCTTV_4,Seg_3,SecSeg_2,ManSeg_1,ManSecSeg_1,2025-05-21 10:15:47,2025-05-21
9096,90966,60074,GEO_2,COM_7,OP_7,SUPERCOM_5,Direct,5,2,9,16,Coordinator_13,0,KEY_15,NY,Inactive,Director_1,Director_SC_2,Manager_4,Group_6,Hilltown,Central_Coord_1,Focus_6,Type_3,OldSC_3,OldCom_2,OldOp_13,Nielsen_1,CCTTV_6,Seg_1,SecSeg_2,ManSeg_3,ManSecSeg_3,2023-03-25 02:09:32,2023-03-25
2810,28105,93326,GEO_5,COM_10,OP_12,SUPERCOM_3,Indirect,30,42,9,15,Coordinator_11,1,KEY_45,TX,Active,Director_3,Director_SC_13,Manager_15,Group_8,Springfield,Central_Coord_7,Focus_6,Type_1,OldSC_5,OldCom_9,OldOp_15,Nielsen_4,CCTTV_8,Seg_6,SecSeg_2,ManSeg_1,ManSecSeg_1,2024-03-03 05:11:53,2024-03-03
4322,43226,90606,GEO_2,COM_5,OP_16,SUPERCOM_2,Direct,22,100,1,17,Coordinator_26,1,KEY_8,CA,Inactive,Director_15,Director_SC_10,Manager_23,Group_3,Riverside,Central_Coord_6,Focus_2,Type_4,OldSC_3,OldCom_3,OldOp_9,Nielsen_2,CCTTV_3,Seg_2,SecSeg_4,ManSeg_2,ManSecSeg_1,2025-06-19 17:11:21,2025-06-19
4882,48820,89186,GEO_3,COM_9,OP_3,SUPERCOM_5,Indirect,46,70,4,19,Coordinator_13,1,KEY_78,TX,Active,Director_6,Director_SC_15,Manager_11,Group_9,Springfield,Central_Coord_2,Focus_3,Type_2,OldSC_4,OldCom_10,OldOp_6,Nielsen_5,CCTTV_5,Seg_2,SecSeg_2,ManSeg_1,ManSecSeg_1,2024-04-05 17:18:39,2024-04-05
7959,79598,30032,GEO_4,COM_2,OP_16,SUPERCOM_5,Direct,15,28,6,6,Coordinator_26,0,KEY_95,CA,Inactive,Director_2,Director_SC_2,Manager_5,Group_3,Hilltown,Central_Coord_9,Focus_3,Type_5,OldSC_5,OldCom_1,OldOp_5,Nielsen_3,CCTTV_7,Seg_6,SecSeg_3,ManSeg_1,ManSecSeg_3,2023-11-20 12:25:12,2023-11-20
7270,72704,27292,GEO_1,COM_4,OP_13,SUPERCOM_4,Indirect,14,90,7,19,Coordinator_16,0,KEY_93,CA,Active,Director_9,Director_SC_6,Manager_4,Group_2,Springfield,Central_Coord_10,Focus_8,Type_2,OldSC_1,OldCom_2,OldOp_14,Nielsen_4,CCTTV_7,Seg_4,SecSeg_3,ManSeg_3,ManSecSeg_3,2025-01-04 07:46:42,2025-01-04
7230,72306,76919,GEO_4,COM_6,OP_8,SUPERCOM_1,Direct,10,63,3,9,Coordinator_24,1,KEY_76,IL,Active,Director_2,Director_SC_5,Manager_16,Group_1,Meadowbrook,Central_Coord_10,Focus_7,Type_3,OldSC_4,OldCom_7,OldOp_13,Nielsen_5,CCTTV_2,Seg_1,SecSeg_2,ManSeg_2,ManSecSeg_1,2023-01-08 05:13:33,2023-01-08
6361,63618,24739,GEO_5,COM_5,OP_14,SUPERCOM_3,Indirect,35,22,3,14,Coordinator_7,1,KEY_42,TX,Active,Director_8,Director_SC_6,Manager_15,Group_7,Georgetown,Central_Coord_7,Focus_2,Type_3,OldSC_5,OldCom_7,OldOp_7,Nielsen_2,CCTTV_6,Seg_2,SecSeg_3,ManSeg_2,ManSecSeg_1,2024-11-25 17:46:55,2024-11-25
3058,30584,92564,GEO_1,COM_1,OP_15,SUPERCOM_5,Direct,44,31,2,14,Coordinator_10,1,KEY_8,TX,Active,Director_10,Director_SC_5,Manager_14,Group_9,Meadowbrook,Central_Coord_10,Focus_7,Type_1,OldSC_5,OldCom_5,OldOp_7,Nielsen_3,CCTTV_7,Seg_5,SecSeg_1,ManSeg_3,ManSecSeg_3,2024-06-20 18:22:58,2024-06-20
7557,75574,75668,GEO_1,COM_4,OP_19,SUPERCOM_2,Direct,46,81,4,9,Coordinator_29,0,KEY_72,FL,Inactive,Director_10,Director_SC_7,Manager_9,Group_3,Meadowbrook,Central_Coord_8,Focus_5,Type_2,OldSC_2,OldCom_10,OldOp_4,Nielsen_1,CCTTV_7,Seg_4,SecSeg_4,ManSeg_2,ManSecSeg_1,2024-12-04 00:51:25,2024-12-04
5617,56172,92635,GEO_5,COM_6,OP_15,SUPERCOM_1,Direct,35,62,5,9,Coordinator_27,0,KEY_70,OH,Inactive,Director_2,Director_SC_13,Manager_2,Group_10,Riverside,Central_Coord_5,Focus_1,Type_2,OldSC_4,OldCom_9,OldOp_11,Nielsen_2,CCTTV_1,Seg_6,SecSeg_3,ManSeg_1,ManSecSeg_1,2024-09-26 17:27:15,2024-09-26
2287,22877,66653,GEO_1,COM_5,OP_17,SUPERCOM_4,Indirect,21,55,7,6,Coordinator_24,1,KEY_78,IL,Inactive,Director_15,Director_SC_13,Manager_1,Group_1,Lakeside,Central_Coord_4,Focus_8,Type_1,OldSC_1,OldCom_1,OldOp_10,Nielsen_2,CCTTV_4,Seg_6,SecSeg_2,ManSeg_2,ManSecSeg_2,2023-02-05 23:03:10,2023-02-05
6170,61709,18683,GEO_4,COM_8,OP_15,SUPERCOM_5,Direct,14,39,5,4,Coordinator_19,1,KEY_82,PA,Active,Director_10,Director_SC_4,Manager_3,Group_4,Meadowbrook,Central_Coord_8,Focus_1,Type_4,OldSC_3,OldCom_8,OldOp_5,Nielsen_2,CCTTV_1,Seg_4,SecSeg_4,ManSeg_2,ManSecSeg_2,2023-03-13 01:00:31,2023-03-13
7642,76429,42375,GEO_4,COM_1,OP_14,SUPERCOM_3,Indirect,18,16,3,14,Coordinator_2,1,KEY_69,TX,Inactive,Director_4,Director_SC_1,Manager_11,Group_8,Hilltown,Central_Coord_10,Focus_2,Type_5,OldSC_2,OldCom_4,OldOp_4,Nielsen_3,CCTTV_8,Seg_5,SecSeg_1,ManSeg_3,ManSecSeg_3,2023-11-03 08:22:59,2023-11-03
7242,72420,27477,GEO_1,COM_7,OP_6,SUPERCOM_4,Direct,22,2,7,5,Coordinator_19,0,KEY_6,FL,Inactive,Director_1,Director_SC_7,Manager_8,Group_10,Springfield,Central_Coord_5,Focus_5,Type_4,OldSC_2,OldCom_6,OldOp_2,Nielsen_4,CCTTV_6,Seg_2,SecSeg_3,ManSeg_1,ManSecSeg_3,2023-12-16 19:18:45,2023-12-16
3277,32770,56650,GEO_1,COM_10,OP_18,SUPERCOM_1,Direct,12,27,9,16,Coordinator_7,0,KEY_97,FL,Inactive,Director_8,Director_SC_3,Manager_24,Group_1,Hilltown,Central_Coord_10,Focus_8,Type_4,OldSC_5,OldCom_2,OldOp_10,Nielsen_3,CCTTV_5,Seg_1,SecSeg_3,ManSeg_3,ManSecSeg_2,2025-05-05 13:59:00,2025-05-05
8254,82546,13615,GEO_4,COM_2,OP_19,SUPERCOM_1,Direct,11,58,3,10,Coordinator_24,1,KEY_14,OH,Active,Director_9,Director_SC_10,Manager_22,Group_1,Georgetown,Central_Coord_9,Focus_7,Type_1,OldSC_2,OldCom_1,OldOp_13,Nielsen_5,CCTTV_2,Seg_4,SecSeg_3,ManSeg_3,ManSecSeg_3,2025-03-31 20:10:35,2025-03-31
2680,26808,65343,GEO_2,COM_1,OP_10,SUPERCOM_4,Indirect,41,50,8,8,Coordinator_17,0,KEY_4,FL,Inactive,Director_14,Director_SC_15,Manager_16,Group_10,Georgetown,Central_Coord_2,Focus_6,Type_1,OldSC_2,OldCom_5,OldOp_12,Nielsen_1,CCTTV_3,Seg_5,SecSeg_1,ManSeg_3,ManSecSeg_3,2024-02-24 17:37:06,2024-02-24
9247,92476,63097,GEO_2,COM_1,OP_8,SUPERCOM_4,Direct,39,73,8,4,Coordinator_6,0,KEY_91,NY,Inactive,Director_10,Director_SC_9,Manager_1,Group_8,Georgetown,Central_Coord_4,Focus_7,Type_1,OldSC_3,OldCom_10,OldOp_10,Nielsen_3,CCTTV_4,Seg_6,SecSeg_3,ManSeg_1,ManSecSeg_2,2025-06-09 10:16:30,2025-06-09
8645,86456,48766,GEO_5,COM_6,OP_16,SUPERCOM_1,Indirect,34,80,8,19,Coordinator_28,0,KEY_59,PA,Inactive,Director_7,Director_SC_6,Manager_14,Group_1,Georgetown,Central_Coord_5,Focus_8,Type_2,OldSC_3,OldCom_10,OldOp_1,Nielsen_2,CCTTV_7,Seg_1,SecSeg_1,ManSeg_3,ManSecSeg_2,2023-08-27 10:45:26,2023-08-27
8188,81886,81904,GEO_2,COM_10,OP_8,SUPERCOM_2,Direct,10,22,4,7,Coordinator_23,1,KEY_10,PA,Inactive,Director_10,Director_SC_15,Manager_18,Group_6,Riverside,Central_Coord_6,Focus_8,Type_3,OldSC_4,OldCom_5,OldOp_14,Nielsen_5,CCTTV_8,Seg_4,SecSeg_3,ManSeg_1,ManSecSeg_1,2023-02-22 10:05:02,2023-02-22
1849,18493,61901,GEO_1,COM_2,OP_15,SUPERCOM_2,Direct,47,39,6,2,Coordinator_23,0,KEY_27,CA,Inactive,Director_15,Director_SC_7,Manager_5,Group_8,Hilltown,Central_Coord_2,Focus_3,Type_1,OldSC_1,OldCom_7,OldOp_6,Nielsen_1,CCTTV_8,Seg_4,SecSeg_2,ManSeg_2,ManSecSeg_1,2024-07-04 04:33:40,2024-07-04
7604,76047,52377,GEO_4,COM_8,OP_2,SUPERCOM_1,Indirect,19,58,4,12,Coordinator_28,0,KEY_92,PA,Inactive,Director_3,Director_SC_7,Manager_3,Group_1,Lakeside,Central_Coord_2,Focus_8,Type_4,OldSC_2,OldCom_5,OldOp_10,Nielsen_2,CCTTV_8,Seg_5,SecSeg_3,ManSeg_1,ManSecSeg_3,2024-01-29 22:10:08,2024-01-29
7802,78025,17414,GEO_5,COM_8,OP_13,SUPERCOM_3,Indirect,33,85,9,16,Coordinator_29,0,KEY_73,NY,Inactive,Director_11,Director_SC_6,Manager_3,Group_7,Springfield,Central_Coord_5,Focus_2,Type_2,OldSC_3,OldCom_5,OldOp_6,Nielsen_4,CCTTV_6,Seg_2,SecSeg_4,ManSeg_1,ManSecSeg_1,2023-07-22 21:59:25,2023-07-22
7131,71312,93129,GEO_5,COM_8,OP_13,SUPERCOM_1,Indirect,20,25,8,14,Coordinator_8,0,KEY_53,IL,Inactive,Director_10,Director_SC_7,Manager_3,Group_6,Meadowbrook,Central_Coord_9,Focus_7,Type_3,OldSC_5,OldCom_7,OldOp_6,Nielsen_1,CCTTV_8,Seg_6,SecSeg_3,ManSeg_1,ManSecSeg_1,2023-07-01 01:59:09,2023-07-01
6780,67807,11561,GEO_1,COM_6,OP_17,SUPERCOM_1,Indirect,32,98,2,12,Coordinator_28,0,KEY_63,IL,Active,Director_11,Director_SC_8,Manager_13,Group_6,Meadowbrook,Central_Coord_9,Focus_5,Type_3,OldSC_4,OldCom_7,OldOp_13,Nielsen_4,CCTTV_6,Seg_6,SecSeg_3,ManSeg_2,ManSecSeg_1,2023-11-30 21:09:59,2023-11-30
8269,82695,52899,GEO_5,COM_5,OP_1,SUPERCOM_5,Direct,46,14,1,14,Coordinator_14,1,KEY_30,NY,Inactive,Director_3,Director_SC_2,Manager_20,Group_9,Hilltown,Central_Coord_7,Focus_7,Type_2,OldSC_2,OldCom_8,OldOp_5,Nielsen_5,CCTTV_2,Seg_4,SecSeg_3,ManSeg_3,ManSecSeg_2,2023-05-29 21:16:37,2023-05-29
6700,67006,84452,GEO_1,COM_3,OP_4,SUPERCOM_2,Direct,24,6,9,12,Coordinator_10,0,KEY_18,CA,Inactive,Director_9,Director_SC_1,Manager_5,Group_4,Lakeside,Central_Coord_8,Focus_3,Type_2,OldSC_4,OldCom_10,OldOp_11,Nielsen_5,CCTTV_4,Seg_5,SecSeg_3,ManSeg_1,ManSecSeg_1,2025-04-04 13:04:38,2025-04-04
3520,35201,78689,GEO_1,COM_5,OP_14,SUPERCOM_1,Indirect,29,17,1,17,Coordinator_20,1,KEY_48,IL,Active,Director_6,Director_SC_13,Manager_16,Group_6,Georgetown,Central_Coord_9,Focus_5,Type_2,OldSC_4,OldCom_10,OldOp_8,Nielsen_4,CCTTV_4,Seg_2,SecSeg_2,ManSeg_2,ManSecSeg_1,2025-02-03 20:57:38,2025-02-03
5516,55164,21883,GEO_1,COM_6,OP_15,SUPERCOM_2,Direct,18,13,2,2,Coordinator_3,1,KEY_44,FL,Active,Director_7,Director_SC_15,Manager_12,Group_1,Springfield,Central_Coord_7,Focus_4,Type_2,OldSC_5,OldCom_4,OldOp_12,Nielsen_2,CCTTV_2,Seg_3,SecSeg_3,ManSeg_3,ManSecSeg_1,2025-05-13 12:21:43,2025-05-13
9811,98114,37605,GEO_4,COM_5,OP_13,SUPERCOM_3,Indirect,28,62,8,13,Coordinator_10,1,KEY_27,OH,Inactive,Director_12,Director_SC_3,Manager_10,Group_8,Hilltown,Central_Coord_10,Focus_6,Type_1,OldSC_1,OldCom_2,OldOp_14,Nielsen_5,CCTTV_1,Seg_5,SecSeg_2,ManSeg_3,ManSecSeg_2,2025-02-25 05:14:46,2025-02-25
9145,91451,13701,GEO_1,COM_2,OP_15,SUPERCOM_3,Direct,21,62,10,13,Coordinator_22,1,KEY_2,CA,Active,Director_14,Director_SC_14,Manager_21,Group_7,Hilltown,Central_Coord_7,Focus_5,Type_1,OldSC_1,OldCom_2,OldOp_12,Nielsen_1,CCTTV_2,Seg_4,SecSeg_2,ManSeg_3,ManSecSeg_3,2024-07-20 16:35:01,2024-07-20
3913,39134,69457,GEO_3,COM_2,OP_15,SUPERCOM_5,Indirect,15,33,2,3,Coordinator_27,0,KEY_77,TX,Inactive,Director_1,Director_SC_3,Manager_1,Group_7,Meadowbrook,Central_Coord_6,Focus_2,Type_4,OldSC_4,OldCom_3,OldOp_15,Nielsen_4,CCTTV_7,Seg_3,SecSeg_3,ManSeg_3,ManSecSeg_1,2025-10-09 09:07:08,2025-10-09
7302,73023,19118,GEO_1,COM_3,OP_5,SUPERCOM_1,Direct,28,38,7,17,Coordinator_28,1,KEY_96,TX,Active,Director_2,Director_SC_8,Manager_21,Group_4,Springfield,Central_Coord_10,Focus_8,Type_1,OldSC_3,OldCom_8,OldOp_7,Nielsen_5,CCTTV_1,Seg_3,SecSeg_4,ManSeg_3,ManSecSeg_2,2023-03-31 17:19:05,2023-03-31
9841,98410,47092,GEO_4,COM_8,OP_7,SUPERCOM_3,Direct,36,13,8,10,Coordinator_23,0,KEY_58,PA,Inactive,Director_13,Director_SC_4,Manager_11,Group_7,Lakeside,Central_Coord_8,Focus_6,Type_2,OldSC_4,OldCom_4,OldOp_11,Nielsen_5,CCTTV_1,Seg_6,SecSeg_1,ManSeg_2,ManSecSeg_2,2024-11-24 19:06:11,2024-11-24
8227,82272,83940,GEO_5,COM_3,OP_14,SUPERCOM_5,Direct,8,61,5,17,Coordinator_19,0,KEY_79,CA,Active,Director_7,Director_SC_11,Manager_14,Group_6,Riverside,Central_Coord_6,Focus_1,Type_1,OldSC_5,OldCom_9,OldOp_2,Nielsen_1,CCTTV_4,Seg_1,SecSeg_3,ManSeg_2,ManSecSeg_1,2023-07-22 08:36:43,2023-07-22
1024,10243,91089,GEO_3,COM_7,OP_6,SUPERCOM_2,Direct,44,63,9,16,Coordinator_15,0,KEY_31,TX,Active,Director_14,Director_SC_3,Manager_8,Group_4,Meadowbrook,Central_Coord_7,Focus_5,Type_5,OldSC_1,OldCom_9,OldOp_15,Nielsen_2,CCTTV_4,Seg_4,SecSeg_2,ManSeg_1,ManSecSeg_3,2024-03-07 11:21:09,2024-03-07
5382,53826,79425,GEO_4,COM_10,OP_11,SUPERCOM_5,Indirect,2,47,6,19,Coordinator_13,0,KEY_45,IL,Active,Director_15,Director_SC_9,Manager_16,Group_5,Georgetown,Central_Coord_1,Focus_6,Type_5,OldSC_1,OldCom_4,OldOp_13,Nielsen_3,CCTTV_7,Seg_4,SecSeg_1,ManSeg_3,ManSecSeg_3,2025-02-18 02:16:39,2025-02-18
4261,42612,14135,GEO_2,COM_8,OP_9,SUPERCOM_4,Indirect,42,73,2,15,Coordinator_16,0,KEY_50,FL,Active,Director_7,Director_SC_3,Manager_12,Group_8,Meadowbrook,Central_Coord_3,Focus_1,Type_3,OldSC_3,OldCom_10,OldOp_3,Nielsen_4,CCTTV_7,Seg_4,SecSeg_2,ManSeg_2,ManSecSeg_2,2023-06-06 04:33:08,2023-06-06
1963,19638,81545,GEO_3,COM_7,OP_1,SUPERCOM_5,Indirect,44,14,9,13,Coordinator_18,1,KEY_38,PA,Inactive,Director_8,Director_SC_6,Manager_17,Group_3,Georgetown,Central_Coord_7,Focus_8,Type_4,OldSC_4,OldCom_4,OldOp_10,Nielsen_5,CCTTV_8,Seg_5,SecSeg_1,ManSeg_2,ManSecSeg_3,2023-07-14 02:48:56,2023-07-14
3389,33890,69501,GEO_5,COM_3,OP_16,SUPERCOM_4,Indirect,25,45,9,18,Coordinator_26,1,KEY_13,IL,Inactive,Director_14,Director_SC_10,Manager_5,Group_8,Meadowbrook,Central_Coord_7,Focus_4,Type_5,OldSC_2,OldCom_6,OldOp_1,Nielsen_1,CCTTV_1,Seg_3,SecSeg_1,ManSeg_1,ManSecSeg_2,2023-02-09 02:39:05,2023-02-09
4243,42436,39004,GEO_2,COM_3,OP_9,SUPERCOM_3,Indirect,36,30,10,2,Coordinator_19,1,KEY_53,IL,Active,Director_5,Director_SC_1,Manager_10,Group_8,Hilltown,Central_Coord_6,Focus_7,Type_4,OldSC_5,OldCom_4,OldOp_6,Nielsen_1,CCTTV_8,Seg_1,SecSeg_3,ManSeg_3,ManSecSeg_1,2023-08-23 10:53:23,2023-08-23
9340,93404,34968,GEO_2,COM_9,OP_8,SUPERCOM_2,Direct,45,43,2,10,Coordinator_6,0,KEY_97,PA,Inactive,Director_3,Director_SC_12,Manager_1,Group_4,Springfield,Central_Coord_3,Focus_2,Type_1,OldSC_3,OldCom_5,OldOp_1,Nielsen_2,CCTTV_1,Seg_3,SecSeg_2,ManSeg_3,ManSecSeg_1,2024-02-22 00:30:26,2024-02-22
2505,25054,97097,GEO_2,COM_1,OP_2,SUPERCOM_5,Indirect,41,65,4,12,Coordinator_20,0,KEY_64,TX,Inactive,Director_5,Director_SC_9,Manager_8,Group_9,Georgetown,Central_Coord_10,Focus_3,Type_2,OldSC_3,OldCom_4,OldOp_14,Nielsen_2,CCTTV_6,Seg_4,SecSeg_3,ManSeg_1,ManSecSeg_2,2024-11-25 01:50:34,2024-11-25
2466,24665,37347,GEO_3,COM_9,OP_7,SUPERCOM_2,Indirect,4,99,1,8,Coordinator_9,1,KEY_39,FL,Active,Director_12,Director_SC_11,Manager_10,Group_10,Springfield,Central_Coord_1,Focus_3,Type_5,OldSC_2,OldCom_8,OldOp_4,Nielsen_2,CCTTV_8,Seg_2,SecSeg_4,ManSeg_3,ManSecSeg_2,2023-12-05 13:39:12,2023-12-05
2126,21260,45266,GEO_3,COM_8,OP_13,SUPERCOM_3,Direct,42,10,6,12,Coordinator_15,0,KEY_83,CA,Inactive,Director_11,Director_SC_7,Manager_16,Group_1,Hilltown,Central_Coord_5,Focus_5,Type_1,OldSC_5,OldCom_2,OldOp_6,Nielsen_5,CCTTV_2,Seg_1,SecSeg_3,ManSeg_3,ManSecSeg_2,2023-06-18 13:45:20,2023-06-18
4511,45117,82397,GEO_3,COM_4,OP_9,SUPERCOM_5,Indirect,15,73,7,3,Coordinator_4,1,KEY_33,CA,Inactive,Director_3,Director_SC_4,Manager_11,Group_10,Georgetown,Central_Coord_3,Focus_1,Type_3,OldSC_1,OldCom_4,OldOp_4,Nielsen_2,CCTTV_1,Seg_3,SecSeg_4,ManSeg_1,ManSecSeg_3,2025-11-08 12:07:48,2025-11-08
4384,43841,41447,GEO_2,COM_4,OP_11,SUPERCOM_4,Direct,23,84,2,20,Coordinator_30,0,KEY_45,IL,Active,Director_2,Director_SC_8,Manager_19,Group_3,Lakeside,Central_Coord_6,Focus_1,Type_3,OldSC_4,OldCom_3,OldOp_7,Nielsen_5,CCTTV_4,Seg_4,SecSeg_2,ManSeg_2,ManSecSeg_3,2023-06-24 01:53:35,2023-06-24
8159,81595,31225,GEO_1,COM_9,OP_5,SUPERCOM_3,Indirect,9,25,5,10,Coordinator_19,0,KEY_13,IL,Active,Director_3,Director_SC_7,Manager_9,Group_3,Riverside,Central_Coord_10,Focus_3,Type_3,OldSC_5,OldCom_2,OldOp_3,Nielsen_1,CCTTV_1,Seg_2,SecSeg_3,ManSeg_3,ManSecSeg_1,2025-02-08 16:28:58,2025-02-08
6333,63336,23633,GEO_1,COM_4,OP_4,SUPERCOM_5,Indirect,11,6,6,2,Coordinator_8,1,KEY_5,FL,Active,Director_14,Director_SC_2,Manager_11,Group_5,Springfield,Central_Coord_2,Focus_6,Type_2,OldSC_3,OldCom_3,OldOp_14,Nielsen_4,CCTTV_5,Seg_5,SecSeg_3,ManSeg_3,ManSecSeg_2,2024-05-05 10:51:18,2024-05-05
2920,29203,12836,GEO_3,COM_3,OP_16,SUPERCOM_5,Direct,35,85,2,14,Coordinator_30,0,KEY_87,NY,Active,Director_7,Director_SC_15,Manager_7,Group_10,Lakeside,Central_Coord_1,Focus_3,Type_4,OldSC_4,OldCom_8,OldOp_13,Nielsen_1,CCTTV_5,Seg_3,SecSeg_3,ManSeg_3,ManSecSeg_3,2025-11-01 18:10:28,2025-11-01
6816,68161,59454,GEO_2,COM_6,OP_9,SUPERCOM_3,Direct,9,29,2,3,Coordinator_4,0,KEY_22,PA,Active,Director_5,Director_SC_4,Manager_15,Group_10,Lakeside,Central_Coord_4,Focus_3,Type_3,OldSC_4,OldCom_1,OldOp_13,Nielsen_4,CCTTV_2,Seg_3,SecSeg_4,ManSeg_3,ManSecSeg_3,2024-08-01 12:44:54,2024-08-01
4752,47524,29842,GEO_1,COM_9,OP_2,SUPERCOM_3,Direct,42,44,10,13,Coordinator_19,0,KEY_1,PA,Inactive,Director_6,Director_SC_4,Manager_11,Group_6,Riverside,Central_Coord_3,Focus_7,Type_2,OldSC_2,OldCom_7,OldOp_3,Nielsen_3,CCTTV_4,Seg_3,SecSeg_2,ManSeg_3,ManSecSeg_1,2023-11-13 00:59:29,2023-11-13
3799,37998,69564,GEO_4,COM_3,OP_1,SUPERCOM_5,Indirect,43,17,4,6,Coordinator_20,1,KEY_27,FL,Active,Director_11,Director_SC_1,Manager_8,Group_5,Georgetown,Central_Coord_4,Focus_3,Type_1,OldSC_4,OldCom_3,OldOp_8,Nielsen_2,CCTTV_1,Seg_5,SecSeg_4,ManSeg_1,ManSecSeg_2,2025-10-08 00:39:56,2025-10-08
6266,62669,76248,GEO_4,COM_4,OP_8,SUPERCOM_3,Indirect,31,52,10,4,Coordinator_24,1,KEY_17,CA,Inactive,Director_8,Director_SC_1,Manager_20,Group_9,Springfield,Central_Coord_10,Focus_6,Type_1,OldSC_5,OldCom_6,OldOp_4,Nielsen_5,CCTTV_1,Seg_4,SecSeg_1,ManSeg_3,ManSecSeg_2,2023-08-20 14:48:11,2023-08-20
6176,61769,89052,GEO_5,COM_8,OP_16,SUPERCOM_4,Direct,31,37,3,3,Coordinator_13,1,KEY_81,IL,Active,Director_7,Director_SC_2,Manager_2,Group_7,Springfield,Central_Coord_7,Focus_6,Type_4,OldSC_5,OldCom_8,OldOp_7,Nielsen_4,CCTTV_3,Seg_6,SecSeg_3,ManSeg_3,ManSecSeg_3,2025-08-28 08:33:29,2025-08-28
4405,44052,83193,GEO_5,COM_2,OP_17,SUPERCOM_1,Indirect,39,65,8,4,Coordinator_11,1,KEY_8,NY,Inactive,Director_1,Director_SC_3,Manager_14,Group_5,Riverside,Central_Coord_1,Focus_5,Type_5,OldSC_2,OldCom_9,OldOp_12,Nielsen_4,CCTTV_3,Seg_6,SecSeg_1,ManSeg_1,ManSecSeg_2,2025-04-14 02:23:42,2025-04-14
