period_month_id,period_id,client_code,unb_code,product_abbreviation_code,operation_type,volume,billing,insert_date,folder_date
202401,20240104,75922,5555,502,DIRECT,4581.15,485207,2024-03-21 01:56:28,202401
202408,20240806,50968,4457,924,DIRECT,4602.64,217068,2023-07-09 15:53:01,202408
202408,20240828,77019,6213,766,INDIRECT,4617.04,203999,2023-01-08 03:39:08,202408
202401,20240127,49642,5931,711,INDIRECT,2677.35,44768,2025-10-01 11:11:58,202401
202309,20230922,75031,2483,932,INDIRECT,237.85,398152,2025-05-27 22:54:42,202309
202301,20230104,51070,1797,987,DIRECT,658.49,10648,2025-05-25 01:54:39,202301
202305,20230508,48318,7886,966,DISTRIBUTOR,3714.81,386508,2024-07-17 00:32:57,202305
202305,20230516,39776,4291,278,INDIRECT,4758.52,381541,2023-09-13 09:20:24,202305
202407,20240713,45833,2950,745,INDIRECT,4112.97,366367,2024-03-22 13:28:42,202407
202411,20241124,18857,5963,294,DIRECT,3582.82,101066,2024-11-04 18:21:37,202411
202408,20240825,17394,3112,653,DISTRIBUTOR,3311.22,172979,2024-04-27 12:20:51,202408
202411,20241124,89149,3441,107,INDIRECT,4724.78,398738,2023-08-12 19:06:46,202411
202406,20240601,57765,5713,286,DISTRIBUTOR,2573.31,291603,2023-06-29 23:45:43,202406
202306,20230607,33409,8561,400,INDIRECT,561.00,58002,2025-07-10 06:28:03,202306
202302,20230201,58040,4424,482,INDIRECT,4636.11,119915,2024-12-21 17:24:57,202302
202309,20230913,55637,1597,821,DISTRIBUTOR,4715.28,210652,2023-12-09 00:25:29,202309
202404,20240416,50290,5682,600,INDIRECT,2148.36,158046,2025-02-23 21:21:30,202404
202305,20230502,63050,4371,952,DISTRIBUTOR,374.66,278939,2023-10-01 21:43:31,202305
202409,20240921,58860,7481,428,INDIRECT,2282.75,425796,2025-02-24 01:45:05,202409
202407,20240724,69684,6267,506,DIRECT,1210.59,336230,2025-04-30 06:48:09,202407
202301,20230104,14614,1961,421,INDIRECT,1957.30,153552,2023-08-11 03:32:59,202301
202405,20240515,56226,6149,709,DISTRIBUTOR,823.79,381594,2025-07-20 08:47:45,202405
202312,20231209,19080,1805,483,DISTRIBUTOR,1767.61,137286,2023-01-01 19:49:04,202312
202404,20240422,69182,4103,333,DISTRIBUTOR,3870.92,109665,2024-03-09 19:01:28,202404
202404,20240402,77581,7288,594,DISTRIBUTOR,1448.74,51388,2024-11-07 00:21:38,202404
202310,20231019,57850,9079,636,DIRECT,1072.37,324051,2023-07-31 02:12:04,202310
202411,20241121,61603,2269,872,DISTRIBUTOR,4960.01,29063,2025-03-18 18:16:01,202411
202408,20240804,65457,9884,134,DISTRIBUTOR,4676.94,368424,2024-01-11 23:25:40,202408
202411,20241106,67132,7424,678,DISTRIBUTOR,1827.73,217138,2023-07-09 04:30:48,202411
202402,20240205,75183,8983,464,DIRECT,3794.15,468042,2024-10-19 06:53:46,202402
202307,20230704,29834,3636,816,DISTRIBUTOR,681.10,82691,2024-11-03 13:41:08,202307
202306,20230605,85570,3055,994,DIRECT,3492.60,87968,2024-09-14 02:16:21,202306
202302,20230220,21115,1420,105,INDIRECT,4296.53,229619,2023-11-15 23:30:09,202302
202411,20241101,60150,7137,288,DISTRIBUTOR,138.49,188578,2024-09-08 11:10:00,202411
202407,20240711,37656,2414,111,INDIRECT,4271.07,298505,2024-10-28 11:40:34,202407
202305,20230505,84110,3283,140,DIRECT,379.97,13540,2025-01-06 13:35:18,202305
202309,20230907,83716,7358,226,INDIRECT,2344.78,331700,2023-02-25 19:00:59,202309
202308,20230818,15488,6716,689,DIRECT,2737.91,105566,2023-12-22 18:22:39,202308
202304,20230419,63570,1346,461,INDIRECT,3827.52,202594,2023-11-03 06:49:15,202304
202406,20240604,59690,7179,460,INDIRECT,4272.30,414327,2024-02-10 22:48:07,202406
202405,20240523,71238,8553,316,DISTRIBUTOR,4507.11,252487,2024-08-10 22:24:58,202405
202302,20230211,20746,3551,628,DIRECT,1364.98,270936,2023-10-30 01:58:42,202302
202304,20230428,30170,7881,157,INDIRECT,1332.80,141410,2024-06-28 11:38:41,202304
202310,20231019,64171,7563,362,INDIRECT,529.58,235815,2024-11-26 22:45:49,202310
202409,20240907,74761,6209,975,DISTRIBUTOR,2181.57,151128,2024-06-26 11:28:54,202409
202301,20230122,20913,1172,160,DISTRIBUTOR,2758.67,228869,2024-11-25 10:48:43,202301
202310,20231006,96282,8845,604,DISTRIBUTOR,1224.44,491282,2023-02-04 08:38:07,202310
202301,20230118,38866,7292,587,DIRECT,2137.51,262869,2025-10-15 22:01:12,202301
202307,20230717,16503,7161,257,INDIRECT,1187.16,475839,2024-02-01 11:07:10,202307
202403,20240315,97109,9451,996,DISTRIBUTOR,2908.66,243644,2024-07-18 03:44:41,202403
202304,20230427,53530,2829,700,INDIRECT,4486.63,152533,2023-06-07 18:14:04,202304
202409,20240909,24400,6788,609,DIRECT,579.00,459387,2024-11-18 22:08:12,202409
202306,20230618,73665,8315,629,INDIRECT,927.17,263980,2024-06-01 08:10:09,202306
202404,20240417,16671,1606,738,INDIRECT,1011.30,129864,2023-09-05 03:40:27,202404
202309,20230922,10084,5641,571,INDIRECT,4466.86,492870,2024-04-21 05:53:38,202309
202305,20230516,38361,5591,107,DISTRIBUTOR,2776.20,245923,2023-10-16 23:04:04,202305
202401,20240121,95757,4304,758,INDIRECT,673.87,139514,2024-07-22 00:10:25,202401
202305,20230521,24308,2886,635,DIRECT,1752.47,360896,2023-11-04 19:36:00,202305
202411,20241113,52767,6796,519,DISTRIBUTOR,3115.30,334095,2024-11-15 03:20:08,202411
202309,20230911,75844,5823,302,DIRECT,3860.42,237707,2025-07-01 18:16:14,202309
202408,20240806,89641,7699,227,INDIRECT,4716.18,486765,2025-03-06 19:57:42,202408
202305,20230502,18453,4117,655,DIRECT,1654.65,131644,2024-05-15 18:25:05,202305
202304,20230403,11586,6822,419,INDIRECT,4719.55,10605,2024-10-15 08:48:31,202304
202303,20230328,22277,5475,747,INDIRECT,4799.09,19601,2024-09-19 16:47:45,202303
202411,20241112,95876,8935,893,DIRECT,3267.07,435344,2024-11-01 22:06:40,202411
202401,20240106,36424,1680,615,DISTRIBUTOR,4760.39,61736,2024-01-26 09:52:40,202401
202405,20240528,21846,2864,735,DIRECT,3465.61,109310,2025-01-22 05:46:32,202405
202401,20240113,55849,9069,621,INDIRECT,3497.69,115831,2024-06-07 12:30:25,202401
202311,20231103,10276,1336,936,DIRECT,4847.28,133890,2025-03-18 22:08:32,202311
202402,20240226,17473,3372,505,DISTRIBUTOR,1993.44,180113,2025-02-27 02:25:27,202402
202404,20240412,77821,6731,363,INDIRECT,4986.13,162731,2024-07-19 16:42:37,202404
202309,20230912,56853,4405,538,DIRECT,2130.75,413400,2025-01-16 02:13:53,202309
202308,20230801,61080,2099,484,DIRECT,4309.30,490359,2024-03-15 14:02:01,202308
202405,20240501,39045,6874,522,DIRECT,526.47,33584,2023-03-25 16:06:17,202405
202404,20240427,62578,5748,616,INDIRECT,2920.63,279294,2024-10-15 05:46:12,202404
202305,20230510,98538,4627,819,INDIRECT,3250.42,109331,2024-11-21 04:26:47,202305
202302,20230213,38921,8244,311,INDIRECT,1758.89,56567,2023-07-25 01:29:52,202302
202405,20240510,15356,5409,122,DIRECT,3722.86,368586,2025-08-09 00:02:21,202405
202304,20230423,93419,2706,604,INDIRECT,147.41,352380,2023-05-14 04:11:00,202304
202307,20230704,45579,1843,433,DISTRIBUTOR,3130.94,366369,2025-08-23 07:13:56,202307
202304,20230404,70340,1843,463,DIRECT,3949.69,34238,2024-08-05 08:58:57,202304
202404,20240428,24455,9282,495,DIRECT,1141.34,379462,2023-07-04 00:09:45,202404
202405,20240520,75663,1570,959,INDIRECT,820.44,387780,2025-08-01 01:50:11,202405
202308,20230816,53873,1463,793,DIRECT,2527.19,24611,2025-04-08 13:12:52,202308
202408,20240823,48307,8480,808,DIRECT,914.00,148415,2025-08-04 01:32:36,202408
202409,20240917,61414,5717,222,DISTRIBUTOR,2959.54,390497,2024-02-04 13:44:53,202409
202305,20230501,64668,2887,625,INDIRECT,4581.58,116684,2025-06-22 04:47:30,202305
202311,20231127,25203,6291,846,INDIRECT,4334.66,22990,2024-09-19 20:49:45,202311
202308,20230815,61264,1998,995,DISTRIBUTOR,2424.13,248290,2024-06-20 03:00:51,202308
202405,20240509,16306,1226,849,DIRECT,1771.08,312809,2025-05-05 09:33:42,202405
202309,20230912,12658,5175,421,INDIRECT,3402.92,296639,2025-11-10 00:25:28,202309
202301,20230121,43501,4383,811,DIRECT,3311.59,74920,2025-07-04 12:40:56,202301
202310,20231017,69288,8731,994,INDIRECT,914.96,375687,2024-09-13 18:32:50,202310
202403,20240328,21073,8575,823,DIRECT,284.79,421875,2024-09-03 22:42:25,202403
202301,20230122,78764,4433,339,DIRECT,382.52,339487,2023-07-19 03:34:21,202301
202306,20230604,83203,7104,683,INDIRECT,2008.10,375769,2023-03-24 07:19:41,202306
202301,20230125,14663,4129,752,INDIRECT,2333.45,159130,2023-09-06 19:34:56,202301
202312,20231210,98534,9793,343,INDIRECT,2969.72,453251,2025-09-18 10:33:43,202312
202404,20240402,51527,7695,529,DISTRIBUTOR,953.31,18439,2024-02-10 14:53:24,202404
202402,20240226,63260,7080,556,INDIRECT,3753.75,395776,2023-06-02 02:42:38,202402
202305,20230505,66370,4579,476,DIRECT,505.07,43154,2025-06-15 18:11:01,202305
202309,20230924,98522,8609,496,INDIRECT,3453.73,174120,2024-06-02 18:54:05,202309
202408,20240816,30435,7443,675,DISTRIBUTOR,639.40,261180,2023-04-02 15:25:18,202408
202308,20230817,44843,8221,319,DIRECT,1364.57,145005,2023-12-01 01:25:05,202308
202311,20231108,75864,2791,590,DIRECT,2412.16,455349,2024-11-14 14:58:50,202311
202406,20240617,98549,5007,273,DISTRIBUTOR,717.47,472922,2025-02-19 08:53:59,202406
202406,20240622,23711,9028,811,INDIRECT,4687.71,164901,2025-03-20 14:35:11,202406
202301,20230107,95579,5041,637,DISTRIBUTOR,1737.56,453281,2024-07-04 20:21:48,202301
202410,20241024,31962,6673,705,DISTRIBUTOR,1324.05,394696,2023-10-19 03:58:38,202410
202406,20240602,90018,1962,861,DIRECT,2606.70,351806,2024-07-16 16:21:16,202406
202310,20231020,13444,2948,436,DIRECT,2397.67,144145,2023-06-12 09:33:53,202310
202404,20240409,84527,9692,810,INDIRECT,2191.68,196041,2023-05-21 11:33:58,202404
202303,20230328,24934,1289,614,DIRECT,1808.25,202337,2024-02-09 04:19:54,202303
202301,20230112,17030,6209,987,INDIRECT,1912.53,30854,2025-03-22 16:58:49,202301
202304,20230421,15071,7683,310,DISTRIBUTOR,4274.24,105119,2025-07-02 18:19:34,202304
202311,20231122,18468,6789,730,DISTRIBUTOR,851.36,392785,2023-03-12 17:12:24,202311
202308,20230802,90939,9689,923,INDIRECT,2856.89,63808,2025-07-19 16:52:19,202308
202310,20231012,70163,6735,277,DISTRIBUTOR,3680.24,489429,2024-01-11 22:07:24,202310
202311,20231125,82992,1528,430,DISTRIBUTOR,900.60,42703,2023-04-15 01:20:31,202311
202404,20240421,71156,2160,314,INDIRECT,1328.65,241637,2025-09-05 16:25:10,202404
202409,20240920,63971,2925,283,DISTRIBUTOR,2464.78,129626,2025-01-27 11:59:36,202409
202302,20230227,28794,9878,299,INDIRECT,4445.25,97312,2023-08-09 04:13:07,202302
202302,20230206,34563,4780,653,INDIRECT,3759.68,64680,2025-08-13 04:04:45,202302
202310,20231025,70310,7506,796,DISTRIBUTOR,937.11,393799,2023-10-01 14:55:54,202310
202312,20231203,46143,6870,679,INDIRECT,3121.05,152514,2023-03-23 13:53:48,202312
202403,20240310,42686,7942,634,DISTRIBUTOR,955.62,357040,2023-11-04 06:08:03,202403
202306,20230603,63303,3024,545,INDIRECT,2894.20,113967,2023-01-14 04:23:19,202306
202301,20230124,93047,6617,816,INDIRECT,3042.94,259696,2024-07-30 04:23:38,202301
202402,20240224,55468,9835,596,INDIRECT,2273.92,134252,2024-06-13 06:18:16,202402
202306,20230606,26802,4021,813,DISTRIBUTOR,2365.24,190023,2023-11-10 18:24:43,202306
202308,20230812,14219,2979,540,INDIRECT,4623.89,275480,2023-09-29 07:31:22,202308
202407,20240721,99504,8784,889,DISTRIBUTOR,4310.68,156670,2023-08-22 12:19:12,202407
202410,20241021,76265,7865,186,INDIRECT,3044.35,143924,2024-11-03 15:35:39,202410
202311,20231116,52456,1971,585,INDIRECT,1437.55,393364,2024-03-23 22:15:57,202311
202411,20241107,39501,3229,754,DISTRIBUTOR,2114.70,362458,2023-11-29 11:43:40,202411
202410,20241028,69642,1016,859,DISTRIBUTOR,2542.68,403886,2025-04-16 00:17:52,202410
202401,20240119,73985,8719,696,INDIRECT,3237.47,461287,2023-01-18 15:24:43,202401
202304,20230413,50754,8835,468,DIRECT,2063.75,430211,2025-09-11 14:13:24,202304
202407,20240709,70117,6582,924,DISTRIBUTOR,4888.14,368701,2024-05-26 01:49:31,202407
202405,20240516,34679,1508,674,DISTRIBUTOR,2787.56,485732,2023-09-30 22:50:45,202405
202404,20240417,45930,9591,571,DISTRIBUTOR,1330.52,114920,2025-08-21 17:27:35,202404
202301,20230125,12665,3592,500,INDIRECT,2262.71,45002,2023-10-10 23:58:17,202301
202307,20230726,15468,4617,603,DIRECT,171.64,33280,2024-11-22 16:06:12,202307
202312,20231201,77913,5625,365,INDIRECT,3784.39,453108,2025-04-24 15:08:23,202312
202301,20230126,12261,5986,199,INDIRECT,2385.16,274118,2025-07-07 19:18:45,202301
202406,20240618,82407,9686,238,DIRECT,467.39,395748,2023-04-18 03:47:58,202406
202309,20230924,67084,7838,828,DIRECT,1501.31,392068,2025-09-01 19:48:58,202309
202407,20240715,53066,5823,330,INDIRECT,4708.69,211272,2025-09-17 08:13:14,202407
202312,20231226,74877,6790,234,DISTRIBUTOR,3122.35,216845,2025-09-09 23:44:29,202312
202401,20240111,36291,2819,533,DISTRIBUTOR,3074.42,47857,2024-05-25 14:43:37,202401
202408,20240822,43429,8395,309,INDIRECT,2431.37,384260,2024-09-26 15:25:44,202408
202307,20230720,96837,9181,442,DIRECT,2593.88,65756,2025-10-14 18:53:13,202307
202305,20230517,65915,9733,790,DIRECT,3746.48,251360,2023-01-05 03:28:54,202305
202404,20240406,83612,3631,640,DIRECT,4692.63,156932,2025-04-08 07:17:20,202404
202309,20230926,83025,5417,362,INDIRECT,665.53,378451,2023-04-11 18:41:32,202309
202411,20241121,85639,5215,661,DIRECT,281.14,433718,2024-01-02 06:37:37,202411
202305,20230508,58967,6998,670,DISTRIBUTOR,4702.73,256049,2024-02-02 06:59:54,202305
202409,20240904,13305,3016,571,DIRECT,3366.52,376508,2025-02-23 03:24:29,202409
202301,20230107,58827,3059,174,DIRECT,4264.37,153872,2024-07-19 15:53:44,202301
202306,20230620,85687,8218,475,DIRECT,3791.19,130946,2025-06-19 23:03:45,202306
202404,20240422,89101,4818,411,INDIRECT,4718.12,289537,2024-05-16 09:04:58,202404
202308,20230826,44048,4976,808,DIRECT,4407.00,229702,2024-11-02 15:36:05,202308
202301,20230103,38205,5239,277,DIRECT,2439.69,387060,2023-09-12 23:32:43,202301
202408,20240803,63013,1850,641,DISTRIBUTOR,2229.06,136427,2023-10-22 00:22:31,202408
202404,20240404,90626,9175,837,INDIRECT,4488.02,139389,2024-06-16 05:20:49,202404
202305,20230524,82035,7887,313,DISTRIBUTOR,1370.45,412145,2023-10-22 09:17:21,202305
202301,20230109,66730,8248,499,DIRECT,908.83,352834,2023-01-26 15:02:27,202301
202409,20240925,61215,5813,469,DIRECT,3944.66,12644,2023-01-23 12:45:25,202409
202406,20240621,77378,8231,613,INDIRECT,662.79,423065,2023-07-02 10:57:21,202406
202408,20240823,59483,6041,392,DISTRIBUTOR,2964.23,254507,2023-01-21 14:10:43,202408
202309,20230917,94457,1692,356,INDIRECT,1955.77,346828,2023-02-15 22:58:47,202309
202312,20231217,55305,2538,568,DISTRIBUTOR,3780.64,304922,2024-07-06 09:18:06,202312
202403,20240320,28235,2011,191,DISTRIBUTOR,3856.00,495924,2024-07-19 17:36:49,202403
202407,20240718,42233,4718,118,DIRECT,811.70,87837,2024-10-21 14:22:34,202407
202410,20241004,45169,8306,439,DIRECT,828.34,129472,2025-03-01 22:37:14,202410
202305,20230513,96635,2652,850,INDIRECT,3082.39,244197,2024-04-16 04:35:21,202305
202412,20241216,75647,2727,565,DISTRIBUTOR,567.01,264591,2025-01-07 03:21:02,202412
202409,20240924,44997,6421,166,DISTRIBUTOR,4761.59,421611,2023-10-25 15:43:45,202409
202305,20230524,69189,8647,617,DIRECT,1625.49,390407,2024-02-08 23:05:50,202305
202402,20240212,13080,2320,821,DISTRIBUTOR,965.94,321498,2025-03-03 06:24:35,202402
202304,20230427,12063,5663,265,INDIRECT,3573.91,139367,2025-09-26 20:35:06,202304
202410,20241018,79456,1050,546,INDIRECT,3311.55,406704,2023-07-31 03:34:27,202410
202305,20230506,88285,8954,359,DIRECT,2582.48,258847,2024-03-18 11:43:09,202305
202302,20230227,76683,5557,987,INDIRECT,4393.94,194534,2024-10-20 08:35:42,202302
202407,20240727,95850,5129,684,DISTRIBUTOR,2212.43,110333,2024-10-14 10:54:43,202407
202406,20240627,57478,5145,416,DISTRIBUTOR,3402.69,147011,2023-07-31 22:02:15,202406
202403,20240320,65663,9686,618,DISTRIBUTOR,835.34,404664,2024-06-21 20:58:55,202403
202302,20230221,18862,5133,835,DIRECT,3203.57,19612,2025-03-14 23:20:01,202302
202402,20240222,66448,6259,755,INDIRECT,4078.55,457503,2023-07-20 20:12:27,202402
202308,20230823,40466,8112,826,DIRECT,4604.16,13505,2025-07-14 21:08:51,202308
202403,20240311,28712,1572,244,DIRECT,3778.41,27588,2024-07-10 16:46:06,202403
202310,20231026,58622,3195,700,DISTRIBUTOR,881.27,203099,2024-12-03 21:02:25,202310
202409,20240928,53367,6562,423,DISTRIBUTOR,3042.39,72266,2023-09-01 05:08:45,202409
202404,20240411,63624,3639,182,INDIRECT,3645.50,392018,2024-12-19 18:05:27,202404
202405,20240520,62669,5099,639,DISTRIBUTOR,3539.68,270464,2025-09-22 06:05:18,202405
202308,20230813,49216,5427,366,DISTRIBUTOR,3260.82,345135,2024-08-19 10:13:20,202308
202301,20230103,77990,1043,583,DISTRIBUTOR,3272.24,350867,2025-09-19 16:45:35,202301
202308,20230821,24266,8111,256,INDIRECT,2954.68,433929,2023-05-03 04:45:55,202308
202312,20231210,50596,4997,953,INDIRECT,3112.71,285369,2025-02-07 07:04:14,202312
202311,20231124,60389,5387,695,DIRECT,1932.25,465917,2024-12-01 17:40:13,202311
202401,20240108,38605,2065,797,DISTRIBUTOR,751.28,473655,2023-08-05 15:27:09,202401
202303,20230322,68229,9869,565,DISTRIBUTOR,941.17,312306,2025-11-06 03:23:06,202303
202307,20230709,58043,4756,621,DISTRIBUTOR,1568.76,89086,2024-06-23 23:19:01,202307
202411,20241111,76113,5626,453,DISTRIBUTOR,3416.37,428812,2023-01-13 00:07:58,202411
202303,20230315,80055,1682,752,INDIRECT,3766.29,7992,2025-03-23 07:01:03,202303
202307,20230706,48827,3152,200,INDIRECT,4252.01,416794,2024-04-26 09:03:58,202307
202409,20240912,31612,1268,256,DISTRIBUTOR,2344.92,36872,2025-10-18 10:22:58,202409
202404,20240410,75493,2101,241,DIRECT,4970.97,220872,2023-07-08 11:26:42,202404
202301,20230125,55970,9273,678,INDIRECT,2210.25,225466,2024-10-25 18:46:21,202301
202407,20240716,42622,8377,235,INDIRECT,1414.46,266644,2024-12-12 05:09:41,202407
202304,20230424,64278,5387,575,INDIRECT,2420.72,406132,2024-01-13 17:54:12,202304
202406,20240616,89560,9576,326,DISTRIBUTOR,4450.51,251863,2024-08-15 06:39:57,202406
202409,20240910,41246,9819,743,DIRECT,2762.66,249927,2024-03-22 22:49:31,202409
202401,20240105,60009,8058,471,INDIRECT,3981.87,487202,2025-05-28 16:14:46,202401
202409,20240907,11285,5605,990,DISTRIBUTOR,4126.18,52677,2024-10-28 07:00:34,202409
202404,20240420,42064,3478,214,DISTRIBUTOR,4623.25,113922,2023-07-04 04:46:58,202404
202305,20230514,28849,8707,440,DIRECT,3676.56,378865,2025-06-17 14:28:39,202305
202303,20230316,11761,3565,921,DISTRIBUTOR,4925.08,476051,2025-10-14 17:35:24,202303
202310,20231007,38843,5775,519,DIRECT,2812.42,317153,2025-07-31 13:48:12,202310
202410,20241004,93122,9452,927,DISTRIBUTOR,1166.35,398139,2024-03-13 19:02:18,202410
202412,20241214,17262,1826,929,DIRECT,1939.10,344322,2023-07-18 14:06:05,202412
202403,20240328,99131,8906,793,INDIRECT,4537.39,445835,2023-08-19 19:56:08,202403
202310,20231005,68995,9597,771,DIRECT,3487.62,461331,2025-05-14 00:19:32,202310
202307,20230715,50462,4220,243,INDIRECT,457.81,457730,2025-01-28 20:55:08,202307
202409,20240921,59644,9144,602,DISTRIBUTOR,1429.78,383117,2025-02-11 11:30:38,202409
202401,20240113,18784,1849,916,DISTRIBUTOR,2479.11,487430,2025-05-09 23:42:51,202401
202408,20240815,95885,6320,407,DISTRIBUTOR,2633.47,166556,2023-03-28 20:23:46,202408
202302,20230213,59868,3237,232,DIRECT,3361.73,428736,2023-06-22 10:22:54,202302
202402,20240219,35557,9757,415,DISTRIBUTOR,1432.12,426117,2023-03-26 16:56:49,202402
202412,20241224,32421,3456,177,INDIRECT,241.90,58874,2024-08-31 21:42:35,202412
202401,20240102,33948,3342,913,INDIRECT,1010.90,441923,2023-05-14 22:55:34,202401
202410,20241023,16606,1820,313,DIRECT,4235.78,204789,2023-02-21 20:04:53,202410
202404,20240410,27738,3509,192,INDIRECT,3004.01,479333,2024-10-28 10:38:29,202404
202304,20230417,67848,6511,727,DISTRIBUTOR,1982.13,286140,2023-11-10 16:43:24,202304
202404,20240401,25476,5383,135,INDIRECT,1710.02,49573,2023-02-18 05:34:37,202404
202402,20240217,19458,3187,728,DISTRIBUTOR,4392.89,479534,2024-08-05 10:00:09,202402
202303,20230311,68450,1928,201,INDIRECT,4771.91,363874,2024-10-23 19:51:37,202303
202307,20230712,83502,6193,281,DIRECT,1304.93,322421,2024-10-17 16:41:45,202307
202311,20231106,68456,5498,320,INDIRECT,1121.44,346218,2024-09-22 13:35:15,202311
202305,20230509,39712,1678,713,DISTRIBUTOR,4769.26,227455,2023-03-26 12:24:51,202305
202408,20240821,77127,8077,483,DIRECT,834.94,42936,2023-10-15 17:45:57,202408
202406,20240608,65280,5779,106,INDIRECT,1241.04,147610,2024-03-12 12:39:55,202406
202405,20240510,80010,9077,654,DISTRIBUTOR,574.80,316162,2023-10-03 16:03:17,202405
202408,20240817,47332,9771,541,INDIRECT,1938.85,235178,2025-05-02 14:16:28,202408
202304,20230409,97784,6359,260,INDIRECT,1945.44,235755,2025-01-06 08:35:00,202304
202303,20230323,62140,8404,647,DISTRIBUTOR,1514.29,253783,2024-12-27 10:18:46,202303
202312,20231218,61666,5127,924,DIRECT,3029.31,345284,2024-01-07 07:58:37,202312
202406,20240620,51635,5416,323,DIRECT,3742.45,5023,2024-04-16 17:49:18,202406
202411,20241117,62093,5242,448,DISTRIBUTOR,1693.59,365850,2025-02-03 19:13:46,202411
202307,20230725,70738,6679,978,DISTRIBUTOR,4379.81,12566,2024-04-27 07:31:57,202307
202407,20240716,60345,2571,667,DISTRIBUTOR,4898.97,400453,2023-02-08 00:57:41,202407
202411,20241103,70259,2796,118,DISTRIBUTOR,769.52,242509,2025-07-11 08:35:06,202411
202405,20240522,48434,9891,986,DISTRIBUTOR,3949.47,108383,2025-06-15 14:36:49,202405
202305,20230508,35055,8737,636,INDIRECT,1983.66,442990,2024-07-10 13:26:56,202305
202401,20240119,49946,1743,633,DIRECT,1246.36,157705,2023-07-02 17:42:08,202401
202301,20230123,23773,1423,308,DISTRIBUTOR,3683.49,396009,2023-07-17 07:23:17,202301
202412,20241220,77237,6734,616,INDIRECT,419.74,130319,2025-08-21 04:15:51,202412
202402,20240209,93240,5223,337,INDIRECT,3835.06,149075,2024-06-23 11:16:43,202402
202401,20240103,48017,2757,663,INDIRECT,2913.01,464665,2024-04-03 21:18:50,202401
202307,20230721,17191,3820,423,DISTRIBUTOR,532.02,90281,2024-09-21 19:42:47,202307
202411,20241118,12552,1202,706,DISTRIBUTOR,2983.81,56696,2025-05-16 23:01:02,202411
202306,20230614,80450,8260,134,DIRECT,1798.70,331004,2025-11-16 12:53:25,202306
202405,20240514,49254,9443,719,DISTRIBUTOR,356.27,245799,2025-01-03 11:03:38,202405
202401,20240109,72073,8199,414,INDIRECT,3694.93,158658,2024-06-24 19:39:23,202401
202411,20241112,17181,8663,161,DISTRIBUTOR,3897.43,239072,2023-12-25 02:06:02,202411
202304,20230420,97555,9863,766,DIRECT,4068.87,409211,2023-09-15 02:27:38,202304
202311,20231117,88555,5443,740,DIRECT,2402.92,295882,2024-05-30 12:18:57,202311
202404,20240408,81637,6633,849,DIRECT,2626.68,419335,2024-02-22 18:00:01,202404
202311,20231116,72060,4233,416,DIRECT,4602.43,422769,2025-05-27 21:50:17,202311
202311,20231120,52261,5685,915,DIRECT,4597.77,257371,2023-05-04 08:05:53,202311
202411,20241104,14073,8355,501,DISTRIBUTOR,1265.73,258937,2023-07-28 05:09:32,202411
202408,20240823,31246,2674,936,DISTRIBUTOR,2171.95,184781,2024-01-02 03:13:47,202408
202408,20240821,19735,5818,134,INDIRECT,2155.54,66451,2023-01-10 16:13:14,202408
202409,20240911,14932,6294,121,DISTRIBUTOR,3312.24,492765,2025-06-23 03:29:47,202409
202401,20240115,12265,7983,262,DISTRIBUTOR,1817.94,395148,2023-02-18 20:00:33,202401
202411,20241119,84912,4237,750,DIRECT,419.72,295184,2023-08-24 22:32:17,202411
202312,20231211,40440,3506,132,DIRECT,2109.88,468465,2025-08-17 09:56:12,202312
202412,20241226,41625,1820,527,DISTRIBUTOR,168.01,263146,2024-07-05 19:40:46,202412
202312,20231208,30198,8804,169,INDIRECT,4613.62,193652,2024-08-08 23:29:28,202312
202406,20240616,91759,1838,798,INDIRECT,2551.62,175051,2024-10-23 21:30:33,202406
202309,20230928,63209,9382,168,INDIRECT,1303.29,389674,2023-12-27 01:59:44,202309
202305,20230527,96382,1907,215,INDIRECT,263.81,448410,2024-12-26 06:44:54,202305
202309,20230906,48341,8199,748,DIRECT,2172.05,490419,2025-04-26 07:52:15,202309
202310,20231002,39112,5956,979,DISTRIBUTOR,3064.21,196883,2024-04-29 01:47:31,202310
202302,20230204,68399,9586,207,DISTRIBUTOR,791.58,486196,2025-07-19 00:50:27,202302
202409,20240904,27953,9041,665,DISTRIBUTOR,3466.10,399742,2024-01-05 15:57:22,202409
202409,20240917,13205,3590,105,DISTRIBUTOR,4882.35,177762,2024-02-01 05:53:33,202409
202406,20240619,54652,6502,884,DISTRIBUTOR,1695.02,459772,2024-04-18 15:00:22,202406
202305,20230514,72887,9496,179,DISTRIBUTOR,604.56,422320,2024-09-05 07:31:09,202305
202304,20230410,99390,6963,842,DISTRIBUTOR,2949.32,154724,2023-01-21 09:55:49,202304
202303,20230303,48913,3118,293,DIRECT,4914.50,428676,2025-06-25 11:19:01,202303
202402,20240219,57416,8936,628,DIRECT,745.79,242114,2023-09-30 14:34:03,202402
202302,20230209,40317,7983,126,DIRECT,3412.44,493197,2024-11-10 17:11:57,202302
202411,20241108,99269,8213,127,DIRECT,4583.29,374297,2025-07-01 19:37:14,202411
202302,20230206,85875,3713,516,DISTRIBUTOR,820.45,238679,2024-07-14 07:30:06,202302
202402,20240206,70392,9604,251,INDIRECT,4928.98,173183,2023-02-22 04:28:36,202402
202408,20240819,75601,1633,914,DISTRIBUTOR,2276.32,399443,2023-08-21 23:15:21,202408
