customer_nk,FAMILY,order_nk,order_datetime,order_rating,is_first_order,is_first_order_football,is_first_order_warmup,is_first_order_football_2024,is_first_order_bbq,coupon_code,product_nk,item_name,category_source,unit_volume_hl,unit_quantity,item_unit_value,line_item_offer_discount_value,item_ttc_descontado,item_ttc_cheio,item_subtotal_value,item_coupon_discount_value,poc_id,delivery_city,delivery_state,delivery_uf,geo,cnpj,order_cashback_value,order_shipping_value,order_subtotal_value,order_total_value,order_coupon_discount_value,order_longitude,order_latitude,delivery_datetime,delivery_time_in_minutes,unit_price_charged_tax_excl_local,unit_price_offered_tax_excl_local,unit_subtotal_charged_tax_excl_local,unit_subtotal_offered_tax_excl_local,source,is_fmr,is_fmr_football,is_fmr_football_2024,is_fmr_bbq,is_barbecue,is_football,is_football_2024,is_warm_up,is_full_potential,abi_product,is_sampling,PRODUCT_ID,SUBSOURCE_NAME,UUID,PROD_MATCH_RATIO,PRODUCT_DESCRIPTION,BRAND_ID,VARIANT,COMPANY,CATEGORY,PACKAGE,KIT_TYPE,RETURNABLE,VOLUME,PACK_QUANTITY,PGV_CODE,PGV_DESCRIPTION,MULTIPACK_PRODUCTS,BASKET,BASKET_CLUSTER,CLUSTER_AS,FUTURE_BEVS,INOVACAO,unit_subtotal_volume_hl,unit_volume_l,unit_subtotal_volume_l,lover_cluster,id_moment,id_purchase
CUST000037,RefreshPlus,434074,2024-11-11 18:07:00,3.8,Yes,No,Yes,No,1,COUP135,PROD8203,SparkleUp Pack,DTC,0.292,13,19.76,4.80,212.46,256.88,256.88,44.42,POC456,Springfield,CA,TX,South,27897598828530,1.65,12.32,256.88,224.78,44.42,-119.0146,26.8620,2024-11-13 01:10:17,145,19.76,21.74,256.88,282.57,Web,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,7173,Online,92045821-1292,0.93,SparkleUp 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,8,PGV678,Premium Pack,No,Standard,Core,A,No,No,0.178,0.79,3.95,Loyal,13,122
CUST000348,BubbleWave,451463,2023-10-08 08:12:13,2.3,Yes,No,Yes,No,0,,PROD5254,SparkleUp Pack,DTC,0.433,19,19.08,1.08,335.90,362.52,362.52,26.62,POC370,Georgetown,CA,FL,East,38267763222606,3.13,5.09,362.52,340.99,26.62,-120.5791,38.4546,2023-10-08 07:44:39,102,19.08,20.99,362.52,398.77,Web,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,1821,Online,12713556-5759,0.88,CrispSoda 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,10,PGV369,Premium Pack,No,Standard,Core,A,No,No,0.359,2.25,15.20,Loyal,55,432
CUST000162,ZestDrink,583079,2024-09-06 22:27:50,4.3,Yes,No,Yes,Yes,,COUP68,PROD9591,CrispSoda Pack,DTC,0.388,1,5.11,1.81,5.06,5.11,5.11,0.05,POC532,Meadowbrook,CA,PA,Central,81367186511393,4.71,7.56,5.11,12.62,0.05,-70.0196,26.8164,2024-09-08 09:18:54,112,5.11,5.62,5.11,5.62,Web,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,3848,Online,86535153-9978,0.91,SparkleUp 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,12,PGV677,Premium Pack,No,Standard,Core,A,No,No,0.369,4.07,3.34,Occasional,34,242
CUST000017,ZestDrink,926980,2023-07-23 17:37:45,1.6,No,Yes,No,No,0,COUP113,PROD2732,RefreshPlus Pack,DTC,0.396,19,23.88,1.72,403.19,453.72,453.72,50.53,POC345,Meadowbrook,TX,FL,Central,50406425120812,4.00,10.39,453.72,413.58,50.53,-78.5114,29.7466,2023-07-23 17:54:41,165,23.88,26.27,453.72,499.09,Web,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,2021,Online,40496285-3059,0.88,ZestDrink 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,12,PGV380,Premium Pack,No,Standard,Core,A,No,No,0.113,3.93,17.85,Regular,68,246
CUST000156,ZestDrink,301784,2024-06-07 18:24:44,1.1,Yes,Yes,Yes,No,0,COUP139,PROD7549,ZestDrink Pack,DTC,0.209,14,22.56,1.83,253.42,315.84,315.84,62.42,POC285,Hilltown,PA,FL,North,67181187808410,2.26,12.69,315.84,266.11,62.42,-79.8160,37.6161,2024-06-09 03:59:00,81,22.56,24.82,315.84,347.42,Web,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,5549,Online,98781043-4839,0.85,RefreshPlus 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,21,PGV896,Premium Pack,No,Standard,Core,A,No,No,0.065,2.09,0.90,Occasional,13,286
CUST000255,SparkleUp,851121,2024-01-01 08:25:38,3.0,Yes,No,Yes,Yes,,,PROD4709,CrispSoda Pack,DTC,0.134,17,21.57,2.37,362.10,366.69,366.69,4.59,POC143,Georgetown,IL,PA,Central,29391942272465,2.44,5.28,366.69,367.38,4.59,-99.6111,31.5077,2024-01-02 16:20:43,126,21.57,23.73,366.69,403.36,Web,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,9867,Online,59440172-2996,0.88,RefreshPlus 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,18,PGV403,Premium Pack,No,Standard,Core,A,No,No,0.045,3.98,3.43,New,63,51
CUST000320,ZestDrink,596301,2024-05-08 13:04:49,4.9,No,Yes,No,No,,,PROD5634,ZestDrink Pack,DTC,0.234,3,16.07,2.45,42.51,48.21,48.21,5.70,POC778,Springfield,IL,CA,Central,64928640609341,4.64,5.47,48.21,47.98,5.70,-78.3514,26.1056,2024-05-08 15:22:54,90,16.07,17.68,48.21,53.03,Web,No,No,No,No,No,No,No,Yes,No,Yes,Yes,4333,Online,67425027-8288,0.89,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,21,PGV576,Premium Pack,No,Standard,Core,A,No,No,0.484,3.66,7.34,New,91,82
CUST000230,SparkleUp,261223,2024-07-20 13:27:23,4.5,No,No,No,No,,COUP119,PROD3575,CrispSoda Pack,DTC,0.085,3,5.21,4.97,13.00,15.63,15.63,2.63,POC185,Meadowbrook,PA,OH,Central,33364661305350,4.75,12.91,15.63,25.91,2.63,-81.0901,46.7787,2024-07-21 13:43:11,180,5.21,5.73,15.63,17.19,Web,No,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,9690,Online,82938686-1787,0.82,PopMax 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,18,PGV135,Premium Pack,No,Standard,Core,A,No,No,0.392,1.57,5.80,Loyal,72,7
CUST000421,ZestDrink,744597,2024-07-02 01:40:13,4.6,Yes,Yes,Yes,Yes,1,,PROD4771,PopMax Pack,DTC,0.456,9,11.07,4.08,85.25,99.63,99.63,14.38,POC698,Meadowbrook,CA,OH,East,79341919517189,0.84,5.90,99.63,91.15,14.38,-119.2368,40.4330,2024-07-03 16:29:51,149,11.07,12.18,99.63,109.59,Web,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,7136,Online,39117264-4988,0.85,BubbleWave 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,16,PGV957,Premium Pack,No,Standard,Core,A,No,No,0.420,1.26,9.75,Loyal,26,384
CUST000415,PopMax,421033,2024-02-04 21:05:07,4.1,Yes,No,Yes,Yes,,COUP103,PROD4234,CrispSoda Pack,DTC,0.469,3,16.04,2.60,46.75,48.12,48.12,1.37,POC239,Hilltown,FL,IL,West,48632350350763,3.37,10.15,48.12,56.90,1.37,-99.2758,28.6493,2024-02-05 21:46:50,98,16.04,17.64,48.12,52.93,Web,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,1805,Online,57317864-4945,0.99,RefreshPlus 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.5,9,PGV158,Premium Pack,No,Standard,Core,A,No,No,0.161,2.62,14.98,Occasional,79,399
CUST000026,FizzCola,673607,2024-03-15 21:29:55,1.1,No,No,No,Yes,,COUP117,PROD7399,ZestDrink Pack,DTC,0.274,10,9.61,0.47,84.32,96.10,96.10,11.78,POC818,Georgetown,CA,TX,South,35071649342229,1.36,14.90,96.10,99.22,11.78,-110.5027,44.1341,2024-03-16 09:38:40,118,9.61,10.57,96.10,105.71,Web,Yes,Yes,No,No,No,No,Yes,No,Yes,Yes,No,8796,Online,92162458-4430,0.82,CrispSoda 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.0,21,PGV383,Premium Pack,No,Standard,Core,A,No,No,0.072,4.25,1.31,New,54,375
CUST000016,FizzCola,215702,2023-12-05 05:45:05,4.5,No,Yes,No,No,,COUP12,PROD3850,PopMax Pack,DTC,0.324,13,22.67,3.29,236.52,294.71,294.71,58.19,POC318,Georgetown,NY,OH,Central,51895401325514,1.27,5.05,294.71,241.57,58.19,-76.2731,43.3519,2023-12-07 01:48:30,136,22.67,24.94,294.71,324.18,Web,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,1333,Online,36570657-3487,0.96,RefreshPlus 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,21,PGV763,Premium Pack,No,Standard,Core,A,No,No,0.230,0.31,17.32,Loyal,7,261
CUST000448,CrispSoda,611070,2023-03-03 21:02:59,4.4,No,No,No,No,,,PROD5025,CrispSoda Pack,DTC,0.026,4,12.65,2.16,45.46,50.60,50.60,5.14,POC749,Lakeside,FL,FL,West,23731223857136,3.89,8.72,50.60,54.18,5.14,-112.7575,37.7939,2023-03-04 23:41:53,42,12.65,13.92,50.60,55.66,Web,No,No,No,No,No,No,No,No,No,Yes,Yes,6030,Online,27869276-1188,0.97,SparkleUp 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,7,PGV805,Premium Pack,No,Standard,Core,A,No,No,0.336,1.71,19.96,Occasional,62,18
CUST000357,BubbleWave,243106,2023-08-08 10:37:01,4.4,No,No,Yes,Yes,1,,PROD4034,SparkleUp Pack,DTC,0.434,14,11.90,4.96,135.87,166.60,166.60,30.73,POC647,Riverside,CA,OH,North,38278901989680,4.76,8.30,166.60,144.17,30.73,-73.1339,40.6871,2023-08-08 13:12:03,102,11.90,13.09,166.60,183.26,Web,No,No,No,No,Yes,No,No,No,Yes,Yes,Yes,7342,Online,25599720-6096,0.98,BubbleWave 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,21,PGV854,Premium Pack,No,Standard,Core,A,No,No,0.304,4.62,3.52,New,51,160
CUST000044,FizzCola,667079,2023-05-27 09:56:39,3.8,No,No,Yes,Yes,,,PROD7598,SparkleUp Pack,DTC,0.048,10,17.95,0.07,174.25,179.50,179.50,5.25,POC818,Meadowbrook,OH,FL,North,63854688836382,3.68,14.75,179.50,189.00,5.25,-108.4383,38.9759,2023-05-29 05:21:57,43,17.95,19.75,179.50,197.45,Web,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,5018,Online,47370908-7741,0.93,BubbleWave 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.1,6,PGV162,Premium Pack,No,Standard,Core,A,No,No,0.173,2.67,12.09,New,62,451
CUST000374,RefreshPlus,176311,2023-10-21 14:38:39,3.1,No,Yes,Yes,Yes,,COUP117,PROD2990,ZestDrink Pack,DTC,0.324,9,12.55,0.68,110.91,112.95,112.95,2.04,POC826,Hilltown,OH,PA,Central,29642181620852,3.45,6.54,112.95,117.45,2.04,-88.7121,39.7906,2023-10-21 22:42:26,125,12.55,13.81,112.95,124.25,Web,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,4264,Online,44161249-9183,0.86,FizzCola 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,21,PGV860,Premium Pack,No,Standard,Core,A,No,No,0.302,0.99,6.50,New,77,477
CUST000027,CrispSoda,310675,2024-08-23 09:41:08,4.8,No,Yes,Yes,Yes,,COUP11,PROD2034,SparkleUp Pack,DTC,0.161,12,11.82,4.66,114.16,141.84,141.84,27.68,POC256,Springfield,IL,IL,Central,61355395422720,2.25,5.77,141.84,119.93,27.68,-99.1682,47.3470,2024-08-23 18:30:34,146,11.82,13.00,141.84,156.02,Web,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,8614,Online,83585894-6220,0.89,CrispSoda 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,20,PGV949,Premium Pack,No,Standard,Core,A,No,No,0.292,2.07,11.30,Regular,69,220
CUST000065,SparkleUp,422672,2024-04-06 13:21:38,1.7,Yes,No,Yes,No,1,COUP186,PROD3499,CrispSoda Pack,DTC,0.179,19,24.11,1.48,385.70,458.09,458.09,72.39,POC719,Meadowbrook,PA,CA,East,64841161968059,1.01,12.43,458.09,398.13,72.39,-118.8030,42.7749,2024-04-06 21:40:21,174,24.11,26.52,458.09,503.90,Web,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,9409,Online,43681690-4670,0.86,CrispSoda 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,23,PGV276,Premium Pack,No,Standard,Core,A,No,No,0.274,0.69,12.70,Regular,48,288
CUST000092,ZestDrink,340288,2023-03-30 12:03:07,1.4,No,Yes,No,Yes,,COUP185,PROD9401,ZestDrink Pack,DTC,0.482,7,11.58,3.52,79.64,81.06,81.06,1.42,POC725,Riverside,OH,IL,East,43605894911965,1.83,11.60,81.06,91.24,1.42,-111.1616,25.7143,2023-03-30 11:03:00,72,11.58,12.74,81.06,89.17,Web,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1940,Online,32550863-2205,0.97,ZestDrink 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.6,15,PGV630,Premium Pack,No,Standard,Core,A,No,No,0.160,2.30,15.20,Regular,76,480
CUST000185,SparkleUp,277178,2023-07-03 14:10:36,3.4,No,No,Yes,No,,,PROD8760,ZestDrink Pack,DTC,0.136,6,21.36,1.02,114.03,128.16,128.16,14.13,POC564,Riverside,NY,OH,North,22313064837808,1.33,12.06,128.16,126.09,14.13,-77.7152,33.5496,2023-07-05 00:50:31,115,21.36,23.50,128.16,140.98,Web,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,4393,Online,96701073-5905,0.92,RefreshPlus 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,6,PGV545,Premium Pack,No,Standard,Core,A,No,No,0.318,4.34,17.74,Occasional,87,118
CUST000351,CrispSoda,227397,2023-10-02 19:14:20,1.6,Yes,No,No,Yes,,,PROD7140,ZestDrink Pack,DTC,0.192,17,17.56,0.61,285.32,298.52,298.52,13.20,POC245,Hilltown,CA,NY,West,14322591816613,1.57,13.49,298.52,298.81,13.20,-97.1110,28.8786,2023-10-03 03:04:20,114,17.56,19.32,298.52,328.37,Web,No,No,No,Yes,No,No,No,Yes,No,Yes,No,7214,Online,16498947-6556,0.95,PopMax 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,11,PGV390,Premium Pack,No,Standard,Core,A,No,No,0.244,4.84,2.26,Regular,1,302
CUST000189,ZestDrink,926012,2024-06-25 02:46:04,2.0,No,Yes,No,No,1,COUP130,PROD9059,RefreshPlus Pack,DTC,0.456,3,14.67,1.48,43.45,44.01,44.01,0.56,POC959,Meadowbrook,NY,CA,West,85291742823414,1.68,5.69,44.01,49.14,0.56,-78.7735,38.6975,2024-06-26 13:45:43,170,14.67,16.14,44.01,48.41,Web,No,No,No,Yes,No,Yes,No,No,Yes,Yes,Yes,4920,Online,66770533-1447,0.97,SparkleUp 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,12,PGV738,Premium Pack,No,Standard,Core,A,No,No,0.272,1.02,9.43,Regular,34,97
CUST000347,RefreshPlus,254185,2024-05-12 17:46:29,1.6,Yes,Yes,Yes,No,,,PROD1775,BubbleWave Pack,DTC,0.471,17,16.12,4.96,234.06,274.04,274.04,39.98,POC130,Lakeside,TX,CA,North,62634657554603,1.81,14.42,274.04,248.48,39.98,-73.3883,43.5699,2024-05-12 18:23:59,54,16.12,17.73,274.04,301.44,Web,No,No,No,Yes,No,No,No,No,No,Yes,Yes,1572,Online,44206078-8948,0.92,FizzCola 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.9,22,PGV377,Premium Pack,No,Standard,Core,A,No,No,0.451,0.99,11.33,Regular,85,132
CUST000084,RefreshPlus,603662,2024-05-10 21:32:32,1.6,No,Yes,Yes,No,,,PROD8363,BubbleWave Pack,DTC,0.083,10,24.57,1.09,245.63,245.70,245.70,0.07,POC636,Springfield,OH,OH,Central,65887446439455,4.21,14.04,245.70,259.67,0.07,-120.5418,41.0331,2024-05-11 06:16:14,65,24.57,27.03,245.70,270.27,Web,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,No,1385,Online,47667539-3357,0.89,FizzCola 12-Pack,BRD1,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,23,PGV897,Premium Pack,No,Standard,Core,A,No,No,0.234,3.12,6.73,Regular,59,85
CUST000383,PopMax,774122,2023-01-04 03:07:28,5.0,No,Yes,Yes,No,,COUP57,PROD5013,PopMax Pack,DTC,0.145,11,22.30,3.93,204.00,245.30,245.30,41.30,POC940,Riverside,OH,IL,Central,30130219977927,4.98,9.67,245.30,213.67,41.30,-90.5252,45.1094,2023-01-05 07:54:44,101,22.30,24.53,245.30,269.83,Web,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,4419,Online,29048722-7307,0.98,CrispSoda 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,19,PGV570,Premium Pack,No,Standard,Core,A,No,No,0.029,2.02,7.50,Loyal,51,418
CUST000306,BubbleWave,446614,2024-07-01 19:50:29,4.9,Yes,No,No,No,1,COUP20,PROD7761,ZestDrink Pack,DTC,0.041,12,16.98,2.75,185.72,203.76,203.76,18.04,POC363,Georgetown,TX,TX,Central,91452297135448,2.32,10.63,203.76,196.35,18.04,-92.3300,32.3714,2024-07-02 14:12:53,76,16.98,18.68,203.76,224.14,Web,No,Yes,No,Yes,No,No,No,No,No,Yes,Yes,4437,Online,29698302-8079,0.89,PopMax 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,10,PGV326,Premium Pack,No,Standard,Core,A,No,No,0.248,0.98,15.18,Loyal,3,3
CUST000204,RefreshPlus,314947,2023-09-18 00:19:47,4.1,Yes,Yes,Yes,No,,COUP51,PROD9849,BubbleWave Pack,DTC,0.345,14,13.10,3.73,148.19,183.40,183.40,35.21,POC255,Georgetown,TX,FL,Central,21585594328658,4.45,12.17,183.40,160.36,35.21,-117.0062,44.0149,2023-09-19 21:04:24,139,13.10,14.41,183.40,201.74,Web,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,1337,Online,71487974-3946,0.82,SparkleUp 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,0.5,20,PGV789,Premium Pack,No,Standard,Core,A,No,No,0.184,1.70,0.79,New,21,179
CUST000400,BubbleWave,545449,2024-04-11 18:49:35,1.4,No,Yes,No,Yes,,COUP111,PROD9540,RefreshPlus Pack,DTC,0.188,2,22.81,4.07,40.42,45.62,45.62,5.20,POC442,Riverside,TX,IL,South,35016100163149,4.57,5.87,45.62,46.29,5.20,-117.4002,39.3869,2024-04-13 10:06:48,82,22.81,25.09,45.62,50.18,Web,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,3769,Online,78915266-6802,0.87,FizzCola 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,7,PGV165,Premium Pack,No,Standard,Core,A,No,No,0.338,2.74,10.22,New,68,92
CUST000138,SparkleUp,402074,2024-11-02 09:58:13,2.5,No,No,No,Yes,0,,PROD4485,CrispSoda Pack,DTC,0.275,10,5.24,1.80,47.67,52.40,52.40,4.73,POC878,Riverside,CA,CA,East,33308362202507,1.37,12.99,52.40,60.66,4.73,-86.6030,32.1807,2024-11-03 15:53:33,127,5.24,5.76,52.40,57.64,Web,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,6576,Online,93592686-4366,0.89,FizzCola 12-Pack,BRD2,Regular,BevCo,Soft Drink,Can,Standard,No,1.4,16,PGV765,Premium Pack,No,Standard,Core,A,No,No,0.104,2.52,8.21,Regular,92,208
CUST000236,ZestDrink,907359,2024-11-19 08:56:03,2.9,Yes,Yes,No,No,0,COUP14,PROD1376,SparkleUp Pack,DTC,0.104,13,19.60,0.82,238.41,254.80,254.80,16.39,POC560,Springfield,OH,PA,South,15028075412770,2.97,5.25,254.80,243.66,16.39,-95.0576,42.5667,2024-11-20 04:06:06,65,19.60,21.56,254.80,280.28,Web,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,1724,Online,28786322-5078,0.80,FizzCola 12-Pack,BRD6,Regular,BevCo,Soft Drink,Can,Standard,No,0.6,8,PGV891,Premium Pack,No,Standard,Core,A,No,No,0.043,1.02,3.82,Loyal,96,44
CUST000361,ZestDrink,279263,2023-04-26 19:27:37,1.3,No,No,Yes,Yes,,,PROD1859,SparkleUp Pack,DTC,0.439,14,23.64,1.78,315.96,330.96,330.96,15.00,POC538,Georgetown,PA,TX,Central,37261657339363,3.38,7.10,330.96,323.06,15.00,-96.3425,31.9363,2023-04-28 15:52:58,85,23.64,26.00,330.96,364.06,Web,Yes,No,No,Yes,No,No,No,No,No,Yes,No,2237,Online,64524448-7725,0.99,BubbleWave 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,0.4,15,PGV810,Premium Pack,No,Standard,Core,A,No,No,0.187,2.20,5.02,Loyal,79,470
CUST000046,ZestDrink,764761,2023-01-28 10:04:57,4.5,Yes,No,No,No,,,PROD5881,BubbleWave Pack,DTC,0.098,8,11.34,0.28,78.23,90.72,90.72,12.49,POC386,Lakeside,CA,IL,South,58190299411240,4.12,9.68,90.72,87.91,12.49,-76.4849,26.2873,2023-01-29 00:58:26,96,11.34,12.47,90.72,99.79,Web,Yes,No,Yes,No,No,No,Yes,No,No,Yes,No,6696,Online,95837911-2155,0.95,ZestDrink 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.7,11,PGV100,Premium Pack,No,Standard,Core,A,No,No,0.162,3.78,16.12,Regular,99,332
CUST000408,PopMax,422585,2024-06-13 15:11:00,2.0,Yes,No,Yes,Yes,1,,PROD3515,PopMax Pack,DTC,0.488,16,6.73,1.52,97.23,107.68,107.68,10.45,POC769,Meadowbrook,TX,IL,West,72806326730854,0.96,12.57,107.68,109.80,10.45,-112.9470,37.1481,2024-06-14 19:54:48,30,6.73,7.40,107.68,118.45,Web,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,9799,Online,22939299-8894,0.94,RefreshPlus 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,0.8,10,PGV773,Premium Pack,No,Standard,Core,A,No,No,0.395,4.43,12.01,New,30,470
CUST000009,SparkleUp,844743,2024-06-08 22:14:29,2.6,No,Yes,Yes,No,,COUP158,PROD7065,SparkleUp Pack,DTC,0.024,8,15.23,2.26,117.09,121.84,121.84,4.75,POC733,Lakeside,TX,TX,Central,56893717763788,4.17,5.62,121.84,122.71,4.75,-89.2921,26.4910,2024-06-08 23:06:05,35,15.23,16.75,121.84,134.02,Web,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,4717,Online,50154793-6925,0.95,RefreshPlus 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,18,PGV897,Premium Pack,No,Standard,Core,A,No,No,0.320,2.42,10.96,New,13,420
CUST000294,PopMax,647528,2024-01-06 05:52:54,2.6,No,No,Yes,No,,,PROD5801,FizzCola Pack,DTC,0.098,3,21.54,4.11,60.37,64.62,64.62,4.25,POC455,Meadowbrook,TX,TX,North,71596110872252,1.60,13.52,64.62,73.89,4.25,-79.2898,47.5385,2024-01-08 02:59:57,176,21.54,23.69,64.62,71.08,Web,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,No,2746,Online,33574270-6893,0.87,BubbleWave 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,0.9,10,PGV752,Premium Pack,No,Standard,Core,A,No,No,0.387,1.19,5.07,Regular,45,500
CUST000293,CrispSoda,433148,2023-06-25 03:41:18,1.9,No,No,No,No,,COUP34,PROD6818,FizzCola Pack,DTC,0.310,10,6.37,2.35,51.69,63.70,63.70,12.01,POC393,Hilltown,PA,IL,North,14744308571202,4.80,7.92,63.70,59.61,12.01,-121.1547,44.8428,2023-06-25 16:49:16,47,6.37,7.01,63.70,70.07,Web,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,1175,Online,41181438-9401,0.80,RefreshPlus 12-Pack,BRD3,Regular,BevCo,Soft Drink,Can,Standard,No,1.9,11,PGV613,Premium Pack,No,Standard,Core,A,No,No,0.077,4.23,16.90,Regular,18,91
CUST000209,SparkleUp,617046,2024-08-17 00:51:45,2.1,No,No,Yes,No,,COUP141,PROD4591,ZestDrink Pack,DTC,0.175,8,9.21,0.98,61.41,73.68,73.68,12.27,POC123,Hilltown,NY,IL,Central,78949660952797,1.05,10.14,73.68,71.55,12.27,-112.1611,47.6078,2024-08-17 07:53:59,77,9.21,10.13,73.68,81.05,Web,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,5926,Online,97423872-7479,0.85,PopMax 12-Pack,BRD4,Regular,BevCo,Soft Drink,Can,Standard,No,1.3,13,PGV280,Premium Pack,No,Standard,Core,A,No,No,0.309,4.79,13.11,New,64,76
CUST000316,PopMax,918754,2024-07-26 01:23:18,4.6,Yes,No,No,Yes,,,PROD6931,ZestDrink Pack,DTC,0.207,20,8.39,1.54,147.99,167.80,167.80,19.81,POC350,Lakeside,FL,PA,West,31466076458027,2.94,8.65,167.80,156.64,19.81,-93.2124,32.1261,2024-07-27 04:11:09,115,8.39,9.23,167.80,184.58,Web,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,2534,Online,49213787-8863,0.93,SparkleUp 12-Pack,BRD7,Regular,BevCo,Soft Drink,Can,Standard,No,1.2,20,PGV519,Premium Pack,No,Standard,Core,A,No,No,0.493,1.12,15.87,Regular,55,161
CUST000192,ZestDrink,391447,2024-02-16 02:20:21,1.2,Yes,No,Yes,No,,COUP167,PROD7238,CrispSoda Pack,DTC,0.092,14,7.50,4.91,91.28,105.00,105.00,13.72,POC606,Hilltown,TX,PA,East,49177527622763,1.30,13.22,105.00,104.50,13.72,-98.0051,35.8118,2024-02-16 12:01:06,32,7.50,8.25,105.00,115.50,Web,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,4646,Online,86252743-4082,0.87,PopMax 12-Pack,BRD5,Regular,BevCo,Soft Drink,Can,Standard,No,1.8,14,PGV357,Premium Pack,No,Standard,Core,A,No,No,0.245,3.45,1.57,Regular,54,62
